,screen_name,text,created_at,lan,location,player,sentiment,latitude,longitude,country
504,DanyAlves_FLA,Ele ainda acrescentou q Guerrero melhor q Suarez e Cavani,2020-08-04 02:21:52,pt,"Rio de Janeiro, Brasil",Edison,0.0,-22.9068467,-43.1728965,Brazil
505,sofalaspaoG,Mas quais nudes? Eu quero que enviem-me a notificao do Cavani no Benfica!,2020-08-04 02:22:58,pt,"Lisboa, Portugal",Edison,0.0,38.7222524,-9.1393366,Portugal
506,NatyRose7,": Casagrande: ""Guerrero melhor que Soares, Cavani e "" Tem certeza que o Casagrande parou de usar drogas? #sportv",2020-08-04 02:23:01,pt,Rio de Janeiro,Edison,0.0,-22.9068467,-43.1728965,Brazil
507,Neymarzetx,e ele ainda disse que Guerreiro melhor que Surez e Cavani kkkkkkkk,2020-08-04 02:23:22,pt,Brasil,Edison,0.0,51.5073509,-0.1277583,United Kingdom
508,xxxtentasamba,suarez e cavani tem o mesmo numero de gols q guerreiro fez contra o vasco qnd jogava no fla,2020-08-04 02:23:31,pt,vixcity,Edison,0.0,48.8499198,2.6370411,France
509,xxximor7al,Casagrande falando que Guerrero melhor que Suarez e cavani esse est cheirando muito,2020-08-04 02:24:49,pt,"SÃO PAULO, Brasil",Edison,0.0,-23.5505199,-46.63330939999999,Brazil
510,meloxss,Melhor que Cavani e Suarez,2020-08-04 02:25:09,pt,Rio de Janeiro,Edison,0.0,-22.9068467,-43.1728965,Brazil
511,pirulitoadr9,": ""Guerrero o melhor atacante da Amrica Latina, melhor que o Gabigol"" ""Paolo Guerrero melhor que Cavani e Surez"" -",2020-08-04 02:26:55,pt,"São Gonçalo, Brasil",Edison,0.0,-22.8272883,-43.0637646,Brazil
512,03PedroBessa,"Ainda disse que Guerrero melhor que Cavani e Suarez, muito p p uma pessoa s",2020-08-04 02:27:10,pt,CPX,Edison,0.0,48.924298,2.445676,France
513,Iago_dez,: Casagrande se passou agora dizendo que Guerrero melhor que Cavani e Suarez.,2020-08-04 02:27:19,pt,"Minas Gerais, Brasil",Edison,0.0,-18.512178,-44.5550308,Brazil
514,luciuscrf,"O Casagrande em um pequeno espao de tempo disse que o Guerrero melhor do que Gabigol, Surez e Cavani, como esse",2020-08-04 02:27:54,pt,"na puta que te pariu, mama aki",Edison,0.0,39.0574004,-9.0063654,Portugal
515,gilviana_,"O cara no s falou que guerrero melhor que gabigol como incluiu nessa lista Cavani, Firmino, Suarez, aguero, Lau",2020-08-04 02:28:07,pt,VR - Rio de Janeiro,Edison,0.0,-22.9068467,-43.1728965,Brazil
516,RepPeterson,Joga quarta e domingo E adeus Far dupla com Cavani no Benfica,2020-08-04 02:28:48,pt,"Madrid, Comunidad de Madrid",Edison,0.1,40.4167754,-3.7037902,Spain
517,UrubuTT_,"""Paolo Guerrero melhor atacante do que Cavani e Surez"" -- Casagrande. Total de gols em toda carreira: Paolo G",2020-08-04 02:29:03,pt,"Nordeste, Brasil",Edison,0.0,-10.0626444,-42.5509603,Brazil
518,Fabiobrito33,": O cara no s falou que guerrero melhor que gabigol como incluiu nessa lista Cavani, Firmino, Suarez, aguero, Lautaro e ic",2020-08-04 02:29:07,pt,cria do calipal,Edison,0.05,-25.4808762,-49.3044253,Brazil
519,FaelFud,: Ainda disse que Paolo Guerrero melhor que Cavani e Surez.,2020-08-04 02:29:37,pt,Rio de Janeiro,Edison,0.0,-22.9068467,-43.1728965,Brazil
520,PaulinhoWincler,": ""Guerrero melhor que Surez e Cavani"" Walter Casagrande ao ""Bem Amigos"".",2020-08-04 02:30:20,pt,"Foz do Iguaçu, Brasil",Edison,0.0,-25.5163356,-54.58537639999999,Brazil
521,_GoVinny,O PSG cometeu as duas maiores burrices da histria que foi abrir mo do Cavani e do Thiago Silva,2020-08-04 02:30:33,pt,Num sei meo,Edison,0.0,-19.9166813,-43.9344931,Brazil
522,EmelyL21,": Silencio, familia, mate y fuego: el momento soado por Cavani mientras piensa en su futuro?",2020-08-04 02:30:35,es,Ecuador,Edison,0.0,38.6879164,-9.3378114,Portugal
523,NewmannVictor,"Ben cavani sest barr , TS veut rester c diff Perso milan avec zlatan me ferait plaisir",2020-08-04 02:30:38,fr,Genoa city,Edison,0.0,42.4983517,-88.3281487,United States
524,DonColorado1909,No falem em cavani que eu lembro do farid germano filho,2020-08-04 02:30:47,pt,"Estugarda, Alemanha",Edison,0.0,48.7758459,9.1829321,Germany
525,Mateusslater7,"Bebericar no pagou nem a multa do jorge jesus, vai comprar cavani e cebolinha sim, kkkk mdia emocioanda kk",2020-08-04 02:31:45,pt,Rio De Janeiro.,Edison,0.0,-22.9068467,-43.1728965,Brazil
526,_joaohugo,"jogou bem no Corinthians de fato mas hoje falar que melhor que cavani, suarez e ga",2020-08-04 02:31:58,pt,"Manaus, Brasil",Edison,0.0,-3.1190275,-60.0217314,Brazil
527,kruger_leila,Que absurdo! O que no decisivo nunca e s marca contra times fracos? Surez e Cavani esto em OU,2020-08-04 04:27:35,pt,Porto Alegre,Edison,0.0,-30.0346471,-51.2176584,Brazil
528,Lajeeh00,": Segundo o Casagrande, Guerrero , melhor que Suarez, Gabigol e Cavani. ELE MAIS DECISIVO! Tirem suas prprias conclu",2020-08-04 04:28:08,pt,"Rio de Janeiro, Brasil",Edison,0.0,-22.9068467,-43.1728965,Brazil
529,_29tooffeeezz,CAVANI E HAZARD MELHOR QUE NEYMAR KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK,2020-08-04 04:28:52,pt,"São Paulo, Brasil",Edison,0.0,-23.5505199,-46.63330939999999,Brazil
530,yuricosta7,": ""Guerrero melhor que Surez e Cavani."" - Walter Casagrande ao ""Bem Amigos"". E ainda me sobem # somos todos casagrande",2020-08-04 04:29:57,pt,Manaus - Am,Edison,0.0,-3.1309235,-60.00786429999999,Brazil
531,maycon_bfr,cavani modric salah hazardkkkkkkkkk,2020-08-04 04:30:07,tr,Complexo do Catarina,Edison,0.0,38.712046,-9.1476908,Portugal
532,lfabiano_2,guerrero melhor q suarez e cavani kkkkkkkkkkkkkkkkkkkkk,2020-08-04 04:31:18,pt,sg,Edison,0.0,-18.512178,-44.5550308,Brazil
533,Petmarq,"Aah viado, mas mais centroavante que Surez e Cavani ele pegou bem pesado",2020-08-04 04:32:36,pt,"Barra Mansa, Brasil",Edison,0.0,-22.5408519,-44.1772604,Brazil
534,brndfrrrbsp,"At o gabigol eu aceitava, mas falar de suarez e cavani ele s pode t pancado",2020-08-04 04:32:36,pt,Oto patamar,Edison,0.0,,,
535,FilipeLeo1904,Cavani e Cebolinha,2020-08-04 04:32:38,pt,Bahamas,Edison,0.0,,,
536,Mateus_sls,"Sou Colorado, acho o Guerrero um baita centroavante, mas a ele forou. Cavani e S",2020-08-04 04:32:46,pt,São Lourenço do Sul,Edison,0.0,-22.12517,-45.0513189,Brazil
537,NiloSrgiodeAra1,Puta que pariu... Suarez joga no Barcelona e Cavani no PSG... j o Guerreiro no Inter ... no de Milan...,2020-08-04 04:32:50,pt,República de Curitiba,Edison,0.0,-25.4289541,-49.267137,Brazil
538,Jopo111,Pa mi la mejor compra fue los Uruguay Surez y Cavani que hicieron historia en sus,2020-08-04 04:33:08,es,Uruguay,Edison,0.0,-19.9510302,-43.9319982,Brazil
539,Calangocrf,": Guerrero mais jogador que o Gabigol, Suarez e Cavani",2020-08-04 04:33:10,pt,Em busca do follow do Braz,Edison,0.0,,,
540,KleberCaribe2,": Pessoa diz q Guerrero melhor atacante q Suarez, Cavani, Gabigol e tem gente q leva a srio. A culpa dele? No! Ele fala",2020-08-04 04:33:17,pt,"São Paulo, Brasil",Edison,0.0,-23.5505199,-46.63330939999999,Brazil
541,Paiva_Danilo27,Gosto mt do caso mas esse video dele falando que o guerreiro melhor que o Cavani e o Suarez doido demais de ou,2020-08-04 04:35:20,pt,"São Gonçalo, Brasil",Edison,0.0,-22.8272883,-43.0637646,Brazil
542,_renanrib,"Do mesmo jeito que ""Guerrero melhor que Suarez e Cavani"" kkkkkkk",2020-08-04 04:36:37,pt,"Aracaju, Brasil",Edison,0.0,-10.9472468,-37.0730823,Brazil
543,FlamengoNews24,E Cavani,2020-08-04 04:36:39,it,Brasil,Edison,0.0,,,
544,MonalisaBoop,No acredito que pra continuar seguindo o CAVANI vou ter que torcer pro Benfica,2020-08-04 04:37:09,pt,Estados Unidos,Edison,0.0,51.6032123,-0.0657389,United Kingdom
545,DeepEnd18,: com grande prazer e emoo que a nossa organizao apresenta o seu quinto jogador para a prxima poca! Cavani demo,2020-08-04 04:38:18,pt,"Vizela, Portugal",Edison,0.0,41.3764108,-8.309834799999999,Portugal
546,NiloSrgiodeAra1,Sabe...como sabe... Guerreiro melhor que Cavani e Suarez... e o Lula Ladro da Silva no ladro..,2020-08-04 04:38:31,pt,República de Curitiba,Edison,0.0,-25.4289541,-49.267137,Brazil
547,ParasiteMale,Donnarumma Aurier-Kjaer/Fofana-Romagnoli-Theo Kessie/Bakayoko-Bennacer Chiesa-Hakan/Szo,2020-08-05 13:28:17,fi,The Netherlands,Gianluigi,0.0,,,
548,ParasiteMale,Donnarumma Aurier-Kjaer/Fofana-Romagnoli-Theo Kessie/Florentino-Bennacer/Roca Chiesa-Hakan/Szoboszlai-R,2020-08-05 13:30:27,it,The Netherlands,Gianluigi,0.0,-29.7549941,-51.150283,Brazil
549,UTDjrm,Donnarumma,2020-08-05 13:32:37,en,"England, United Kingdom",Gianluigi,0.0,52.3555177,-1.1743197,United Kingdom
550,EloyBSRacing,Donnarumma y Buffon tienen refuerzo nmero 1,2020-08-05 13:33:19,es,"Ourense, España",Gianluigi,0.0,42.33578929999999,-7.863880999999998,Spain
551,gilnar76,Gazzetta: Rinnovo Donnarumma pu slittare a fine mercato #7champions #Acm #Acmilan #Milan #Milanisti #Milannews,2020-08-05 13:34:10,it,"Rozzano, Lombardia",Gianluigi,0.4166666666666667,45.3760312,9.1427661,Italy
552,acmilanturkiye,Sky: Ortak dnceye gre Gianluigi Donnarumma'nn AC Milan kariyerine devam etmesi bekleniyor. Szleme uzatmak i,2020-08-05 13:41:37,tr,Türkiye,Gianluigi,0.0,38.7222524,-9.1393366,Portugal
553,gilnar76,"Donnarumma, un primato da record: nessun portiere a parato pi rigori #7champions #Acm #Acmilan #Milan #Milanisti",2020-08-05 16:24:10,it,"Rozzano, Lombardia",Gianluigi,0.0,45.3760312,9.1427661,Italy
554,crf_evellynsp,": Felizo,LM17 convocou o Donnarumma pro prximo jogo! Torcida pediu,ta a",2020-08-05 16:28:10,pt,Brooklyn 1982,Gianluigi,0.0,40.6781784,-73.9441579,United States
555,elforokeegan21,": Milan, Donnarumma il portiere dei top 5 campionati europei ad aver parato pi rigori",2020-08-05 16:29:03,it,Xalapa,Gianluigi,0.5,19.5437751,-96.91018059999999,Mexico
556,DarkEvilDagger,": #Milan trovato l'accordo di massima con #Raiola, per il rinnovo di Gigio #Donnarumma. #calciomercato",2020-08-05 16:30:07,it,Italy,Gianluigi,0.0,41.9027835,12.4963655,Italy
557,Patrirossonera,": Ricapitoliamo. Prima Donnarumma, poi Theo, Romagnoli, Bennacer, Kessie e ora Leao. Psg, City, Real...Eppure mi avevano dett",2020-08-05 16:31:26,it,"Lombardia, Italia",Gianluigi,0.0,45.47906709999999,9.8452433,Italy
558,sportli26181512,"Milan, Donnarumma il portiere dei top 5 campionati europei ad aver parato pi rigori: Gianluigi Donnarumma il p",2020-08-05 16:31:33,it,Milano,Gianluigi,0.5,41.1579438,-8.629105299999999,Portugal
559,CRP_CFC,"Donnarumma is just as braindead imo, Unai Simon is great tho.",2020-08-05 18:20:06,en,Somewhere,Gianluigi,0.8,40.2033145,-8.4102573,Portugal
560,SailimSalimkd,": Gigio #Donnarumma, Theo #Hernndez &amp; Ismal #Bennacer dans le 11 #Opta U23 de la saison en Serie A",2020-08-05 18:43:24,fr,Algérie,Gianluigi,0.0,-19.9166813,-43.9344931,Brazil
561,FTYTRB,Juve is about to complete the transfer for Donnarumma (Marca) for 65 million,2020-08-05 18:44:05,en,Everywhere,Gianluigi,0.1,,,
562,_Iam_RKG_,Both Donnarumma and Theo Hernandez deserved it you simply can't say otherwise. We're,2020-08-05 18:55:00,en,India,Gianluigi,0.0,,,
563,_JackInDaBox_,"Sell/Swap Reina, A. Donnarumma, Calabria, Mussacchio, Laxalt, Rodriguez, Krunic, Paqueta, Silva and Halilovic. Thes",2020-08-05 18:56:33,en,Northern California,Gianluigi,0.0,38.8375215,-120.8958242,United States
564,bigniKo_,Aplica para Gianluigi Donnarumma,2020-08-05 19:57:45,it,Argentina,Gianluigi,0.0,53.8007554,-1.5490774,United Kingdom
565,news24_napoli,"Calciomercato Milan Le ultime su Bakayoko, Aurier, Ibra e Donnarumma #ACMilan #Milan",2020-08-10 12:19:35,it,"Napoli, Campania",Gianluigi,0.0,40.8517983,14.26812,Italy
566,chourmo_oi,"Meret per il momento dietro Donnarumma, che dalla sua ha l'esser esploso prima e avere avuto mol",2020-08-10 14:18:36,it,In piedi sui sediolini,Gianluigi,0.0,-25.4808762,-49.3044253,Brazil
567,NizzyFLG,": #Pioli ""Je n'imagine pas un Milan sans Gigio #Donnarumma. Il a 21 ans &amp; dj beaucoup d'exprience accumule. Il tait mme c",2020-08-10 14:24:44,fr,Inconnue,Gianluigi,0.0,35.2270869,-80.8431267,United States
568,tom_caramel,": Pioli:"" Donnarumma is already among the top 3-4 goalkeepers in the world. He will become the best. I can't imagine AC Mi",2020-08-10 14:25:48,en,"Tokyo,Altomare,Leidenshaftrich",Gianluigi,0.75,35.6761919,139.6503106,Japan
569,sodiqdemo,": Stefano Pioli ""cannot imagine"" AC Milan without goalkeeper Gianluigi Donnarumma #ACMilan #Donnarumma",2020-08-10 14:28:55,en,Everywhere,Gianluigi,0.0,51.5073509,-0.1277583,United Kingdom
570,Tall_Ghajii,: The Worlds Most Expensive U21 XI: GK: Donnarumma DL: Davies DC: de Ligt DC: Upamecano DR: Trent AA,2020-08-10 14:34:06,en,Nigeria I'm NORTH,Gianluigi,0.0,48.856614,2.3522219,France
571,BartekChelios,": Mediaset: Latest on Bakayoko, Aurier, Ibrahimovic, Donnarumma and two sales #SempreMilan",2020-08-10 14:37:59,tl,"Berlin, Deutschland",Gianluigi,0.5,52.52000659999999,13.404954,Germany
572,lovemyMatherAn1,: CorSport: Two solutions could get Raiola's approval on renewal of Donnarumma #SempreMilan,2020-08-10 15:25:02,en,Italy,Gianluigi,0.0,40.8517983,14.26812,Italy
573,ActualiteMilan,"Pioli : ""Peur de perdre Theo, Donnarumma, Leao et Bennacer ? Theo en est sa premire anne en Italie : il va re",2020-08-10 15:29:23,fr,"San Siro, Lombardia ",Gianluigi,0.0,46.05959620000001,9.253580399999999,Italy
574,henry_sebastian,": Pioli : ""Peur de perdre Theo, Donnarumma, Leao et Bennacer ? Theo en est sa premire anne en Italie : il va retrou",2020-08-10 15:30:24,fr,"Quito, Ecuador",Gianluigi,0.0,-0.1806532,-78.4678382,Ecuador
575,ActualiteMilan,": Peur de perdre Theo, Donnarumma, Leo et Bennacer? Theo tait dans sa premire anne en Italie: il retrouve",2020-08-10 15:31:23,fr,"San Siro, Lombardia ",Gianluigi,0.0,46.05959620000001,9.253580399999999,Italy
576,ShaunJLove,: Goalkeeper Save % Bartlomiej Dragowski 71.8% Gianluigi Donnarumma 71.6% Emil Audero 66.9% #SerieA #Fiorentina #Mi,2020-08-10 15:33:08,fi,"Stockholm, Sweden",Gianluigi,0.0,59.32932349999999,18.0685808,Sweden
577,FTYTRB,FCB is about to complete the transfer for Donnarumma (GdS) for 65 million,2020-08-10 15:44:33,en,Everywhere,Gianluigi,0.1,-82.862752,135.0,Antarctica
578,ibrastyle83,Al max Deulofeu in prestito. Ibra secondo me non rinnova. Donnarumma parte.,2020-08-10 15:46:03,it,Nowhere,Gianluigi,0.0,,,
579,anjaanbaba148,i guess there will be Donnarumma too as he is also available as POTM player in Current event,2020-08-10 17:25:43,en,"Bharuch, India",Gianluigi,0.2,21.7051358,72.9958748,India
580,UniversoACMilan,Christian Abbiati habla sobre Gigio Donnarumma.,2020-08-10 17:55:19,it,Youtube: La Voz Rossonera,Gianluigi,0.0,-18.512178,-44.5550308,Brazil
581,theorosso29,": Stefano #Pioli : A 21 ans, #Donnarumma a dj de l'exprience, il a mme t capitaine lors des derniers matchs. Il fait",2020-08-10 17:55:31,fr,🇮🇹Milan,Gianluigi,0.0,-6.9174639,107.6191228,Indonesia
582,news24_napoli,"Il PSG segue Donnarumma: Leonardo ci pensa, ma ad una condizione #ACMilan #Milan",2020-08-10 22:04:14,it,"Napoli, Campania",Gianluigi,0.0,40.8517983,14.26812,Italy
583,K_Leed,"Arrte , Donnarumma a dj pris des buts comme a et je t'ai dj vu en parler.",2020-08-10 22:06:17,fr,"Yvelines, Ile-de-France",Gianluigi,0.0,48.7850939,1.8256572,France
584,NFrangipani,Donnarumma. #Fiorentina,2020-08-10 22:14:00,en,Novara / Firenze / RC,Gianluigi,0.0,43.7695604,11.2558136,Italy
585,ACMilanClubPNW,": Gazzetta: Milan works on renewing the contract of not only Zlatan, but also Hakan and Donnarumma. Both of their contracts",2020-08-10 23:25:46,en,Seattle | Vancouver | Portland,Gianluigi,0.0,47.6062095,-122.3320708,United States
586,mamadou_thiam92,seul Donnarumma a fait mieux,2020-08-10 23:35:35,fr,"Paris, France",Gianluigi,0.0,48.856614,2.3522219,France
587,matheuspokw,": Melhores sub 23 da Srie A do : Donnarumma - 7,00 Bastoni - 6,96 Luis Felipe - 6,99 De Lig",2020-08-11 00:01:35,ro,"Fortaleza, Brasil",Gianluigi,0.0,-3.7327177,-38.5269947,Brazil
588,officer_eed,": ""Milan, three late signatures"" headline, Ibrahimovic, Donnarumma and Hakan Calhanoglu signatures expected i",2020-08-11 07:01:15,en,everywhere,Gianluigi,-0.2,-19.9161508,-44.0808763,Brazil
589,news24_napoli,"Milan e Raiola, idee diverse sul rinnovo di Donnarumma #ACMilan #Milan",2020-08-11 07:08:58,it,"Napoli, Campania",Gianluigi,0.0,40.8517983,14.26812,Italy
590,VeneRossonere,"Dopo #Kak-#Digao, dopo G. #Donnarumma-A. #Donnarumma, siamo quindi giunti ad #Ibrahimovic-#Roback? #Milan #calciomercato",2020-08-11 14:20:08,it,Italia,Gianluigi,0.0,39.4611239,-8.478759,Portugal
591,infoitsport,"Calciomercato Milan Lunga estate per Donnarumma, Calhanoglu e Ibrahimovic",2020-08-11 15:27:54,ro,Italia,Gianluigi,0.0,,,
592,infoitsport,"Milan, non solo Ibra: presto i rinnovi di Donnarumma e Calhanoglu",2020-08-11 15:33:01,it,Italia,Gianluigi,0.0,,,
593,FTYTRB,The Chinese League is about to complete the transfer for Donnarumma (ESPNUK) for 65 million,2020-08-11 15:34:32,en,Everywhere,Gianluigi,0.05,,,
594,Ouni619,"it has to be Donnarumma , that kid represents Milan to the core",2020-08-11 18:37:01,en,Tunisie,Gianluigi,0.0,-7.0051453,110.4381254,Indonesia
595,Patrick_Dobson1,Gigio Donnarumma,2020-08-11 18:37:31,it,"Cork, Republic of Ireland",Gianluigi,0.0,51.8985143,-8.4756035,Ireland
596,checohv26,Antonio Donnarumma,2020-08-11 18:41:53,it,"Puebla, México",Gianluigi,0.0,19.0414398,-98.2062727,Mexico
597,MohamedCkh,44' CSC de Seck qui manque son dgagement sur un centre d' ! #RAFCOL 0-2,2020-07-25 03:28:21,fr,"Lyon, France",Houssem,0.125,45.764043,4.835659,France
598,MohamedCkh,85' changements avec   et T.Mendes qui sont remplacs par  K.Toko-Ekambi et ,2020-07-25 03:30:02,fr,"Lyon, France",Houssem,0.0,45.764043,4.835659,France
599,sadboyadel,Jsuis Lyon j arrive te sucer ,2020-07-25 03:32:53,fr,"Marseille, France",Houssem,0.0,43.296482,5.36978,France
600,RastonDarian,"Quando aspetti Ruben Neves, Aouar, Pogba, Milinkovic, Thiago E ti ritrovi Locatelli #Juventus",2020-07-25 11:43:27,it,"Napoli, Campania",Houssem,0.0,40.8517983,14.26812,Italy
601,Shrikantz89,Aouar/Partey,2020-07-25 11:49:12,cy,India,Houssem,0.0,,,
602,OLG69NES,Les Parisiens quand ils vont se prendre la masterclass du trio Caqueret Aouar Guimares :,2020-07-25 11:49:47,ca,Le cœur est à Lyon. ,Houssem,0.0,45.764043,4.835659,France
603,ThomasThon8,"Sell:Tolisso, Martinez, Thiago Buy:Ruiz/Aouar, Dest if Alaba leaves, add Upamecano, too.",2020-07-26 09:20:45,en,NYC,Houssem,0.0,40.7127753,-74.0059728,United States
604,Dave9AFC,"Aouar Van de Beek Szoboszlai Maddison Coutinho Grealish Pellegrini Almada But tbh, anything below Coutinho isnt g",2020-07-26 09:20:54,en,"London, England",Houssem,0.0,51.5073509,-0.1277583,United Kingdom
605,stephenob76,"Tiago, Harvey Barnes, Ben white. Aouar, Sarr",2020-07-26 13:43:31,en,"Fazakerkey, liverpool",Houssem,0.0,38.7070816,-9.1431994,Portugal
606,_IKENNA_,Wish we could sign Aouar,2020-07-26 13:49:13,en,DMV,Houssem,0.0,52.1306607,-3.7837117,United Kingdom
607,HamadiDKT,Guimaraes Caqueret Aouar et on les fais jamais jouer. Garcia aurait t du genre penser que Busquets Xavi Iniesta taie,2020-07-26 13:50:05,fr,"Paris, France",Houssem,0.0,48.856614,2.3522219,France
608,TheyHypingMid,Aouar,2020-07-26 19:52:35,fr, Provence-Alpes-Côte d'Azur,Houssem,0.0,43.9351691,6.0679194,France
609,OL_Thomxs,Courtois Carvajal Diomande Ramos Mendy Jean Lucas Guimaraes Aouar Neymar Lacazette Depay,2020-07-29 15:53:52,pt,Groupama Stadium,Houssem,0.0,45.76529499999999,4.982029,France
610,PierreHucher,Les Bad Gones quand Cherki marque sur une passe D d'Aouar:,2020-07-29 15:54:06,fr,Bollaert,Houssem,-0.6999999999999998,-22.9068467,-43.1728965,Brazil
611,BMTransfers,"Correct. He is on the shortlist of midfielders along with Aouar, Szoboszlai, Coutinho and others. We have been inte",2020-07-29 15:54:11,en,"London, England",Houssem,0.0,51.5073509,-0.1277583,United Kingdom
612,Joh_Gohan,Quand Dembl et Aouar combinent :,2020-07-29 15:56:08,fr,Raftel,Houssem,0.0,-19.9166813,-43.9344931,Brazil
613,Tiki_taka_kian,Aouar is 22 even if he flops youd be able to sell him on to a PSG for less than a 20m loss,2020-07-29 15:56:57,en,Purgatory,Houssem,0.16666666666666669,53.774496,-1.5781544,United Kingdom
614,ArsenalUmatched,Aouar got 3 assists in Ligue 1 this season. I do not get the hype.,2020-07-29 15:58:27,en,"London, England",Houssem,0.0,51.5073509,-0.1277583,United Kingdom
615,kb9elfenomeno,Il saute dembele!! lopes et memphis et aouar ! Apres ya personne au dessus !,2020-08-04 13:24:38,fr,"Nîmes, France",Houssem,0.0,43.836699,4.360054,France
616,afc_Noah,Yeah he said if Coutinho is a loan then we can afford Aouar too,2020-08-04 16:04:52,en,Republic of Slovenia,Houssem,0.0,-22.9068467,-43.1728965,Brazil
617,elspanishgooner,"Wasnt he responsible of highlighting Aouar to Pep Guardiola? I truly believe he has a plan, short, mid and long term",2020-08-04 16:05:30,en,North London is Red,Houssem,0.037500000000000006,51.5073509,-0.1277583,United Kingdom
618,AurelienP_,: Rudi Garcia entraneur de l'OL encore 1 an. Pas de coupe D'Europe. Dparts de Aouar Memphis et Dembele. Gouiri vendu. Les,2020-08-04 16:08:10,fr,"Caen, France",Houssem,0.0,49.182863,-0.370679,France
619,sameer_gaya,: Juventus are keeping tabs on Lyon's 22-year old midfielder Houssem Aouar and are expected to launch a bid this summer.,2020-08-06 13:28:44,en,Lagos and Kano,Houssem,0.0,6.5243793,3.3792057,Nigeria
620,lyonmag,"Le match contre la Juventus, un examen de passage avant dtre recrut pour Houssem Aouar (OL) ? #Lyon",2020-08-06 17:37:38,fr,"Lyon, France",Houssem,0.0,45.7623597,4.834626399999999,France
621,ftbIowen,: Houssem Aouar #OL #UCL,2020-08-06 17:40:00,fr,not a troll ❌,Houssem,0.0,38.7222524,-9.1393366,Portugal
622,EmmanuelKordzo1,": #ManCity arent hiding their interest in Houssem Aouar (22) and should a bid deemed satisfying arrive, Lyon wont hold him",2020-08-06 18:14:38,en,"Manchester, England",Houssem,0.5,53.4807593,-2.2426305,United Kingdom
623,Tarek__69,Houssem Aouar,2020-08-06 20:18:23,fr,Valdebebas,Houssem,0.0,,,
624,Tarek__69,"Houssem Aouar, pourquoi ?",2020-08-06 20:18:41,fr,Valdebebas,Houssem,0.0,37.1027881,-8.6730275,Portugal
625,AfangChris2,: Manchester City ne cache pas son intrt envers Houssem Aouar et lOL pourrait lcher le milieu si une bonne offre se prsen,2020-08-06 20:23:14,fr,"Littoral, Cameroon",Houssem,0.8,4.1682138,10.0807298,Cameroon
626,Webmeister5000,": Dribbling, Elusiveness, Class... hes got it all. Houssem Aouar is now linked to !",2020-08-07 15:34:48,en,Nairobi ,Houssem,0.0,-1.2920659,36.8219462,Kenya
627,DANADDA4,: Arsenal are interested in signing Houssem Aouar this summer and are waiting until the end of the Champions' League to make a,2020-08-07 15:35:43,en,Nigeria,Houssem,0.25,41.1579438,-8.629105299999999,Portugal
628,cameroonmag,"Houssem Aouar wanted by Arsenal, Manchester City andJuventus",2020-08-07 15:37:10,en,Cameroon,Houssem,0.0,,,
629,halfitalian_,: Takeaway from the French Cup final - Houssem Aouar has played 120 minutes on the same pitch as Marco Verratti &amp; the ot,2020-08-07 15:38:40,en,Portugal,Houssem,0.0,,,
630,MCityNoticiasII,O Man City Juventus e o Arsenal esto interessados em contratar Houssem Aouar (22) neste vero - todos os clubes es,2020-08-07 15:39:53,pt,"Manchester, England",Houssem,0.0,53.4807593,-2.2426305,United Kingdom
631,goat_47,": Ferran Torres, Houssem Aouar, Nathan Ake and Kalidou Koulibaly in 2020/21 #ManCity | #MCFC",2020-08-07 15:39:55,ht,"New York, NY",Houssem,0.0,-19.8131284,-43.1738692,Brazil
632,MCityNoticiasII,: O Man City Juventus e o Arsenal esto interessados em contratar Houssem Aouar (22) neste vero - todos os clubes esto,2020-08-07 15:40:27,pt,"Manchester, England",Houssem,0.05,53.4807593,-2.2426305,United Kingdom
633,robertwaite14,Looking like its going to be a very busy summer for lets hope so anyway!! Houssem aouar linked heavily today,2020-08-07 15:42:26,en,london ,Houssem,0.0015624999999999944,51.5073509,-0.1277583,United Kingdom
634,M__Irwanto,": Arsenal, Manchester City &amp; Juventus all retain an interest in Lyon midfielder Houssem Aouar, but all interested teams are wai",2020-08-07 17:33:55,en,South Tangerang,Houssem,0.25,-6.2835218,106.7112933,Indonesia
635,predator64tina,Houssem Aouar #FreebetParionsSport,2020-08-07 17:34:52,fr,"Biarritz, France",Houssem,0.0,43.4831519,-1.558626,France
636,naija_reports,Now on Naija Reports Arsenal tipped for Houssem Aouar swoop as Lucas Torreira hints at exit,2020-08-07 17:38:49,en,"Lagos, Nigeria",Houssem,0.0,6.5243793,3.3792057,Nigeria
637,GoonerTalk,The Gunners are interested in signing Lyon's Houssem Aouar!,2020-08-07 17:42:00,en,London,Houssem,0.3125,51.5073509,-0.1277583,United Kingdom
638,Delder89,": L'quipe lists Juventus, Arsenal &amp; Manchester City as the clubs that are interested in signing Houssem Aouar this summer - claims",2020-08-07 17:42:17,en,london,Houssem,0.25,51.5073509,-0.1277583,United Kingdom
639,Go91omar,"Sign Houssem Aouar, please , im on my knees .",2020-08-07 17:45:30,en,Under The Iron Sea  🌊,Houssem,0.0,-20.8127115,-49.376521,Brazil
640,SueeYeatthit,: Arsenal and Man City in Houssem Aouar transfer battle as Lyon demand 54m for in-demand midfielder,2020-08-07 17:46:38,en,"Yangon,Myanmar",Houssem,0.0,16.840939,96.173526,Myanmar (Burma)
